customer_id,influence_score,network_influence,degree_centrality,betweenness_centrality,eigenvector_centrality,pagerank,uplift_score,ARPU,connections,city,plan_type,age,tenure_months
25048,0.2933150585381785,0.1881644422444566,0.7067067067067067,0.0009356300375646261,0.04373397776807822,0.0012814544654770252,0.20770070410098962,134969,706,Surabaya,Halo Postpaid,66,26.0
12681,0.29176910709441883,0.11063796664657057,0.4224224224224224,0.00042987536363575516,0.01884136702653188,0.0008582017736921976,0.2262873010894766,156999,422,Bekasi,Halo Postpaid,24,18.0
20464,0.2915062599399563,0.1442908163940053,0.5405405405405406,0.000148894250909217,0.035432400376149344,0.001041430408422025,0.2145873334558855,147955,540,Makassar,Halo Postpaid,43,16.0
18264,0.29051534073635893,0.1653918635758873,0.6206206206206206,0.0005598851267605764,0.03923191423732282,0.0011550343188452608,0.20493398826500997,142385,620,Surabaya,Halo Postpaid,37,6.0
14862,0.2904055779761626,0.15910817811215008,0.6026026026026026,0.0005362562314202993,0.032149110976538386,0.0011447426380390476,0.2331557668282564,133500,602,Medan,Halo Postpaid,68,33.0
16577,0.2887469890243242,0.12476291933964585,0.47347347347347346,0.0003292834022609481,0.0243034828302793,0.0009454376525697343,0.22689205322116468,148085,473,Yogyakarta,Halo Postpaid,37,1.0
10925,0.2873149227419264,0.1688951318587321,0.6336336336336337,0.000546112707276413,0.0402340507605463,0.0011667303334719022,0.17391967499608385,150189,633,Makassar,Halo Postpaid,57,20.0
7715,0.28724794687015415,0.13129413250659797,0.4974974974974975,0.00040240366319816264,0.026313818175353408,0.0009628106903427922,0.23760073466878734,139690,497,Jakarta,Halo Postpaid,62,2.0
3138,0.2868937347233018,0.17889035610189932,0.6716716716716716,0.0011287392724650632,0.04153477309655217,0.0012262403669084825,0.20808398070635514,132104,671,Surabaya,Halo Postpaid,37,20.0
10573,0.285721384698696,0.1482457903387585,0.5615615615615616,0.0003619021313608361,0.02998522219930361,0.0010744754628079969,0.2275601714079814,135399,561,Semarang,Halo Postpaid,55,1.0
12429,0.2852422898312936,0.10983840904707133,0.4174174174174174,0.00022044255546129887,0.02088162467620857,0.0008341515391980681,0.26204231553116264,136490,417,Yogyakarta,Halo Postpaid,26,1.0
3699,0.28515069293182754,0.16248559905615573,0.6096096096096096,0.0008316502465715083,0.03835953089937167,0.0011416054690700035,0.15329613327341307,158838,609,Jakarta,Halo Postpaid,39,20.0
8857,0.28499179954890225,0.15484430842500474,0.5865865865865866,0.0006002901593230377,0.031074406705971717,0.0011159502481375516,0.21115769044725086,138591,586,Surabaya,Halo Postpaid,47,3.0
26660,0.284921762068023,0.14812588072326835,0.5545545545545546,0.001485039003903931,0.03543358798714336,0.0010303413474715116,0.18044602444678914,153493,554,Bekasi,Halo Postpaid,35,62.0
19603,0.2835419166773526,0.14346817664254757,0.5445445445445445,0.00048227947597353224,0.027798967887576333,0.0010469146620959002,0.21036411505083397,142009,544,Semarang,Halo Postpaid,43,7.0
22744,0.2833798441439416,0.13410123377904665,0.5025025025025025,0.00021155757966844047,0.03275024286615522,0.000940632167860398,0.17048087658080724,161547,502,Bekasi,Halo Postpaid,69,6.0
26633,0.28329609513952025,0.09351167617465296,0.35735735735735735,0.00015652231455163073,0.015785100050092364,0.0007477249766104446,0.2041585616741476,164228,357,Bekasi,Halo Postpaid,25,11.0
4669,0.2832789535137,0.13674505774953874,0.5205205205205206,0.000533194162293175,0.024902962200275044,0.001023554115066323,0.20890482603471128,145019,520,Makassar,Halo Postpaid,25,30.0
27197,0.28275312449418166,0.14684430699166734,0.5505505505505506,0.0005697272436767988,0.03524471933985777,0.0010122308325842648,0.22713850424378684,133160,550,Depok,Halo Postpaid,57,46.0
3994,0.28200340596287343,0.13319445068732655,0.5065065065065065,0.0004324312559696817,0.024848904110665333,0.000989960876164689,0.23427406421985697,135016,506,Depok,Halo Postpaid,49,35.0
14541,0.2817184367521606,0.14528927686082965,0.5505505505505506,0.00044497328253738095,0.029108067274037745,0.0010535163361930415,0.19030931501957177,147479,550,Tangerang,Halo Postpaid,49,36.0
12150,0.2812880199835159,0.1670781895803912,0.6326326326326326,0.0007125425705676508,0.03375538398485764,0.0012121991335069411,0.1945768603783985,136626,632,Semarang,Halo Postpaid,62,18.0
21460,0.28108883422075737,0.1677614004522633,0.6296296296296297,0.0005749730968292551,0.039684160965826866,0.0011568381167673136,0.19973068509963016,134092,629,Yogyakarta,Halo Postpaid,49,33.0
12575,0.28078056010543617,0.13352619098113191,0.5005005005005005,0.0005111605756034289,0.03216727188110421,0.0009258309673194456,0.2282952092824584,136052,500,Yogyakarta,Halo Postpaid,48,97.02562923999429
13977,0.28059718064141537,0.13474314623185782,0.5045045045045045,3.022858595337448e-05,0.03348837202035258,0.0009494798166208797,0.1851873053716805,152625,504,Bekasi,Halo Postpaid,31,3.0
19768,0.28013311049392764,0.1438542875568622,0.5395395395395395,0.0004677968715794308,0.03441182367096469,0.0009979901453651162,0.10535598867795692,180449,539,Tangerang,Halo Postpaid,19,25.0
10857,0.27994567469807696,0.09268852874716658,0.35435435435435436,0.00019737887273438073,0.015458453226696253,0.0007439285348813669,0.2274906579980257,151874,354,Jakarta,Halo Postpaid,18,45.0
28007,0.27929190762118083,0.09412372909565553,0.35935935935935936,0.0001330080344738205,0.01625585401254307,0.0007466949762458652,0.1854760399572965,167452,359,Bandung,Halo Postpaid,43,19.0
25864,0.27888854881579855,0.13686927026178644,0.5125125125125125,8.691922380810725e-05,0.03390718987673369,0.0009704594340914181,0.18750210177770987,149140,512,Bekasi,Halo Postpaid,43,26.0
13785,0.27869663645078835,0.1307700925172445,0.4974974974974975,0.0005534609963632365,0.02405043399747994,0.0009789775776372664,0.21309149860972637,141152,497,Medan,Halo Postpaid,25,3.0
15648,0.2780584315293757,0.14160103841625563,0.5305305305305306,0.0004102099309862071,0.03447769597950608,0.0009857172239996533,0.2222075404071835,132535,530,Jakarta,Halo Postpaid,37,1.0
12627,0.27785302343523244,0.13892121300575044,0.5265265265265265,0.0004228898935934467,0.027690444823305668,0.001044990779576189,0.20784134558233058,139148,526,Tangerang,Halo Postpaid,54,9.0
14512,0.2775227745642377,0.08743402133763924,0.33233233233233234,0.00011484947214016243,0.016598985126803315,0.0006899184192811169,0.24814291507295483,143292,332,Yogyakarta,Halo Postpaid,18,4.0
11277,0.2772692279969827,0.17655852175865944,0.6626626626626626,0.0007909634725631378,0.04155993013166517,0.001220530767746887,0.17465704823379724,136783,662,Surabaya,Halo Postpaid,61,17.0
6973,0.27672378411699605,0.15555456352760888,0.5905905905905906,0.0006327938855092058,0.029852403492133937,0.001142466142201848,0.17859739676488123,143063,590,Medan,Halo Postpaid,42,37.0
7669,0.27591865176124797,0.12826356740138106,0.48648648648648646,0.0002821832186017384,0.025322578887379314,0.0009630210130567789,0.19364056200173885,147157,486,Yogyakarta,Halo Postpaid,51,27.0
22525,0.27561061247241525,0.20079534824681736,0.7547547547547547,0.0019327054345334934,0.045128151595886325,0.0013657812020949015,0.1351386829342207,141237,754,Yogyakarta,Halo Postpaid,41,66.0
9171,0.27526865417570867,0.1315501876344257,0.4934934934934935,0.0003210217623411327,0.03147281365225067,0.0009134216296175428,0.14356394780484588,165223,493,Bandung,Halo Postpaid,28,65.0
15116,0.2752043977494846,0.08206221645627342,0.3123123123123123,0.00010088570888617171,0.015178636164050756,0.0006570316398444205,0.24552127791743805,144171,312,Tangerang,Halo Postpaid,31,69.0
25733,0.2752016830570895,0.16695541593321597,0.6266266266266266,0.0007161736345506121,0.03932789848943942,0.0011509649822473663,0.16342879170950775,143048,626,Yogyakarta,Halo Postpaid,38,11.0
2736,0.2743466578321485,0.16502214821385036,0.6256256256256256,0.000868494836067426,0.032400825132078,0.0011936472616303911,0.19263699636652087,131283,625,Makassar,Halo Postpaid,46,28.0
27863,0.27409643154023666,0.1872991686514514,0.7037037037037037,0.0012966307001290582,0.04291292596872678,0.00128341423324606,0.12172691019914028,150486,703,Yogyakarta,Halo Postpaid,35,20.0
29638,0.2736031919604327,0.13038218863923723,0.4964964964964965,0.0005357957291687746,0.023510818385736112,0.0009856439455474108,0.21754579126184448,134432,496,Bekasi,Halo Postpaid,39,41.0
9648,0.27284236182655774,0.13629985396327995,0.5105105105105106,0.00029875955506881703,0.03344900645898724,0.0009411393285530709,0.06814855060311431,191063,510,Tangerang,Halo Postpaid,48,33.0
17511,0.2708900060626018,0.13553010254965087,0.5145145145145145,0.0003815320466852096,0.026225901818165243,0.0009984618192385526,0.2028024126068535,135557,514,Surabaya,Halo Postpaid,39,6.0
12762,0.2703597693927189,0.20558063856807499,0.7727727727727728,0.001363949457809391,0.04677778288486516,0.001408049156852618,0.11980128491372222,140207,772,Semarang,Halo Postpaid,48,31.0
12400,0.2703533310858169,0.1214891023284434,0.46346346346346345,0.0006179203632121031,0.02094910251902301,0.0009259229680750063,0.17453422538609886,151944,463,Jakarta,Halo Postpaid,23,60.0
25318,0.27005769004737235,0.13893222415031634,0.5205205205205206,0.00020688657752192464,0.03403440669027779,0.0009670828129450652,0.18384700096811457,140946,520,Depok,Halo Postpaid,37,77.0
21343,0.2693476649734391,0.1569967675876077,0.5885885885885885,0.00031424192633799214,0.03797738601083421,0.0011068538246700183,0.15668239484599,143876,588,Medan,Halo Postpaid,54,17.0
11491,0.2685811577609612,0.11865488750404432,0.4444444444444444,0.00044728751217311153,0.028892510974478067,0.0008353070850816726,0.1509955068983586,160721,444,Bandung,Halo Postpaid,28,20.0
16766,0.26857332387463534,0.1864960990000556,0.7007007007007007,0.0014470165888584923,0.04254882582105868,0.0012878528896045445,0.11862971068653272,146523,700,Jakarta,Halo Postpaid,43,13.0
3429,0.2684927117806755,0.1908002895270477,0.7167167167167167,0.0009095091489327061,0.044260679333850826,0.0013142529086906042,0.1304564899246411,139990,716,Medan,Halo Postpaid,57,1.0
37,0.26796275117509183,0.03818924058948015,0.14614614614614616,8.213344535190295e-05,0.006135296569010443,0.00039338619741210524,0.2608526373482495,148346,146,Depok,Halo Postpaid,31,97.02562923999429
17183,0.26782960727312277,0.16115223443475443,0.6106106106106106,0.0007402470880610542,0.03209945803053651,0.0011586220098095696,0.16490428374805255,137407,610,Tangerang,Halo Postpaid,36,20.0
26951,0.26723974436598885,0.197896294207928,0.7437437437437437,0.001455448215193323,0.045033245279093866,0.0013527395936810726,0.13699556670704405,133283,743,Tangerang,Halo Postpaid,38,25.0
5107,0.2671738490949511,0.1302304148894957,0.4934934934934935,0.0003060584306806194,0.026167857330285267,0.0009542503035233278,0.13643420784788207,160508,493,Yogyakarta,Halo Postpaid,44,1.0
21686,0.266980023535083,0.149013911554957,0.5585585585585585,0.0003282487220055463,0.03610089981125634,0.0010679391280076665,0.17026364728275045,139269,558,Depok,Halo Postpaid,42,39.0
14113,0.2661470497797021,0.16154688328706795,0.6126126126126126,0.0007661617190094583,0.031635228253816164,0.0011735305628337005,0.12500824116218723,151525,612,Medan,Halo Postpaid,41,11.0
23133,0.26576836352971905,0.1431598496178118,0.5365365365365365,0.0002618373936180653,0.034839673001330035,0.0010013515397625239,0.1389660592064858,152918,536,Jakarta,Halo Postpaid,23,57.0
12805,0.26503137092343854,0.15127583570025352,0.5745745745745746,0.0007894788990808408,0.02862617196464656,0.001113117362712018,0.14920259160834282,144840,574,Makassar,Halo Postpaid,44,52.0
4054,0.26495535903474215,0.19547912401746098,0.7347347347347347,0.0013302482130745847,0.04453112708525256,0.001320386036782072,0.10677927356939432,144052,734,Semarang,Halo Postpaid,60,12.0
665,0.2649248750312505,0.1760159934652652,0.6606606606606606,0.0006685475854864629,0.04151537538492471,0.0012193902299889355,0.15017119411286106,134450,660,Semarang,Halo Postpaid,56,4.0
4426,0.264682677997617,0.15849486001754523,0.5945945945945946,0.0006190478104283594,0.03766021147930024,0.0011055861858578128,0.1346418349764973,147428,594,Surabaya,Halo Postpaid,26,1.0
15679,0.26416924865989666,0.11788502875974922,0.4494494494494494,0.0003171054760796565,0.020868596627141762,0.0009049634863260764,0.1962680928899923,138508,449,Bandung,Halo Postpaid,32,22.0
20286,0.263739222736265,0.1519479207498532,0.5695695695695696,0.00038143482570782356,0.03676936525702961,0.0010713133471057217,0.11508013609080925,156928,569,Jakarta,Halo Postpaid,53,18.0
5511,0.2635612109964972,0.16747760233981357,0.6286286286286287,0.000813817941490608,0.039307736451850345,0.0011602263372846448,0.1546279251514293,134719,628,Surabaya,Halo Postpaid,29,12.0
23333,0.2635166303735349,0.16567591548072322,0.6216216216216216,0.0005801100743048735,0.039353406742614186,0.0011485234843520871,0.16318066045311397,131974,621,Tangerang,Halo Postpaid,46,14.0
18755,0.26338102385112494,0.09498622197700754,0.36036036036036034,8.170185045603461e-05,0.018766439338175595,0.0007363863590381552,0.2280688376508047,134159,360,Yogyakarta,Halo Postpaid,36,3.0
29465,0.26332160350625766,0.16989371910113976,0.6376376376376376,0.0007444624322679431,0.040023399457449205,0.0011693768772042857,0.13848028966450432,139972,637,Medan,Halo Postpaid,63,63.0
1488,0.2629869190728642,0.173083944024672,0.6496496496496497,0.0007570375624003084,0.040740401449529624,0.0011886874371083858,0.1491908536574884,134077,649,Tangerang,Halo Postpaid,67,21.0
23241,0.2629738253793735,0.15944897262252658,0.6046046046046046,0.0006510202097908176,0.031383129859427254,0.0011571358162835862,0.1406055908259073,142952,604,Makassar,Halo Postpaid,47,2.0
13536,0.262461124385823,0.17014143994568168,0.6386386386386387,0.0011054019498826055,0.039647796153133526,0.00117392304107192,0.1456313710188757,136152,638,Depok,Halo Postpaid,66,24.0
19596,0.26242649632076864,0.13783386700018774,0.5235235235235235,0.0004042993192684094,0.02639294226194741,0.0010147028960115806,0.1536198738017338,145845,523,Makassar,Halo Postpaid,57,8.0
9238,0.26234949856218026,0.15644177143715854,0.5935935935935935,0.0007763742230157271,0.030260875017747758,0.0011362429142771724,0.1279644749682921,148587,593,Makassar,Halo Postpaid,40,11.0
9163,0.2621301787967866,0.178330871480155,0.6696696696696697,0.0009694191377118527,0.04146838151558688,0.0012160155976516406,0.09490207551181135,152837,669,Semarang,Halo Postpaid,46,11.0
16444,0.2609077085585202,0.14385140326756574,0.5445445445445445,0.0003605171133586665,0.02945873090323024,0.0010418205091294727,0.17509286812873476,133330,544,Surabaya,Halo Postpaid,65,18.0
17978,0.26090407552699624,0.142107621046344,0.5325325325325325,0.0004053534952749877,0.034499573249064414,0.0009930249085040655,0.1180550677711465,156839,532,Bekasi,Halo Postpaid,59,55.0
14180,0.26018391655826295,0.16099260467251447,0.6096096096096096,0.0007116336586307752,0.03249538337558416,0.001153792046233375,0.13993968672314294,139811,609,Surabaya,Halo Postpaid,40,9.0
6452,0.26011596031630335,0.13815233836498358,0.5175175175175175,7.278261328669342e-05,0.034044494642996234,0.0009745586861338873,0.11234506242577474,159917,517,Jakarta,Halo Postpaid,59,5.0
24334,0.2600575023508329,0.1931620779799927,0.7257257257257257,0.001355494164904869,0.04424229077890657,0.00132480125043376,0.09506167789708952,144768,725,Semarang,Halo Postpaid,59,63.0
16338,0.26002371884804965,0.17091961316625456,0.6416416416416416,0.0008425357126248121,0.04001483691495039,0.0011794383958014139,0.1473046839538696,132734,641,Yogyakarta,Halo Postpaid,37,25.0
26408,0.2595733258663822,0.13958558300988938,0.5235235235235235,0.0003861268726416669,0.03345809080252561,0.0009745908408667866,0.15765273165606614,140678,523,Bandung,Halo Postpaid,68,7.0
24780,0.25902086044298783,0.14823683418521036,0.5555555555555556,0.00016653468024855776,0.03616998106420318,0.001055265440834113,0.14209281692225917,142889,555,Makassar,Halo Postpaid,42,15.0
961,0.25890852573378054,0.12541045897492445,0.4754754754754755,0.00030250721158593403,0.024941253118278908,0.0009226000943575038,0.09515335535952674,170683,475,Yogyakarta,Halo Postpaid,58,8.0
21967,0.2588294845421779,0.07993889873674219,0.3053053053053053,2.5618133927775985e-05,0.01377394676504474,0.0006507247426909286,0.23678231261870247,132141,305,Depok,Halo Postpaid,38,7.0
7849,0.2579532905979394,0.10649573857117282,0.40540540540540543,0.00026411199715867955,0.019493726382696763,0.0008197104994304043,0.11634748792367566,168816,405,Yogyakarta,Halo Postpaid,23,61.0
13077,0.2578780938947093,0.1379272714309608,0.5165165165165165,4.123737692271031e-05,0.03415098949428221,0.0010003423361217786,0.1587604633058124,139203,516,Jakarta,Halo Postpaid,44,33.0
12123,0.25780729067977687,0.17455167580738817,0.6606606606606606,0.0009464655670340626,0.035357265573063075,0.0012423114287949731,0.104359050892054,146243,660,Semarang,Halo Postpaid,56,23.0
11187,0.25697718173103323,0.1414578528462169,0.5305305305305306,0.00042221467041683323,0.03389211793543182,0.0009865482484884669,0.14575760148136618,142091,530,Tangerang,Halo Postpaid,17,27.0
4832,0.25628327724207095,0.18286589552998783,0.6866866866866866,0.0010629454156454593,0.042482422862404993,0.0012315271552142213,-0.02592270242481045,193506,686,Medan,Halo Postpaid,66,9.0
1559,0.2562282574860201,0.15430617752730588,0.5785785785785785,0.0003658344261748456,0.03719638665729584,0.0010839104471742544,0.1523044661877443,133584,578,Depok,Halo Postpaid,49,5.0
19584,0.2558776758966361,0.13106977134871456,0.4974974974974975,0.00045553462883562485,0.025359679713029337,0.0009663735554958056,0.17729691839287576,132531,497,Surabaya,Halo Postpaid,28,4.0
23802,0.25561808023299654,0.1503552375923719,0.5635635635635635,0.0002298558905094847,0.036577960594427826,0.0010495703209867154,0.15491496299011948,133510,563,Semarang,Halo Postpaid,58,1.0
22564,0.25561038193235563,0.18279965926422212,0.6866866866866866,0.0014078310301977738,0.0418489435659512,0.0012551757740527645,0.10298379556666704,141297,686,Tangerang,Halo Postpaid,28,38.0
13398,0.2555806602546482,0.16513621350480118,0.6196196196196196,0.0006189669279162376,0.03917697981819519,0.0011292876534736668,0.03672293713181923,174837,619,Tangerang,Halo Postpaid,67,15.0
20034,0.2555725555297048,0.1683563597475438,0.6316316316316316,0.0006316105370804774,0.03999167792651401,0.001170518894949007,0.1304300290767183,136058,631,Surabaya,Halo Postpaid,57,18.0
21135,0.2551220322280209,0.146103399087907,0.5545545545545546,0.00041348502918430195,0.028374783565535973,0.0010707732023531947,0.14897668148214505,137090,554,Makassar,Halo Postpaid,60,15.0
2165,0.25509351141921477,0.15694917322612678,0.5885885885885885,0.0004967476330986643,0.03762825948853488,0.0010830971942850638,0.03264460532191016,179256,588,Medan,Halo Postpaid,41,6.0
10002,0.2548238759948084,0.14549455470082676,0.5455455455455456,0.0003628765777766358,0.035053634617396065,0.0010161620625887442,0.16404263528619417,131009,545,Bandung,Halo Postpaid,41,20.0
2968,0.2546844924395382,0.1865683794199427,0.7007007007007007,0.0009919882119184035,0.043305624091882815,0.0012752046752689853,0.09415785167890284,142394,700,Yogyakarta,Halo Postpaid,68,1.0
6934,0.2545289747318419,0.08746065695179146,0.33233233233233234,4.1599247453854166e-05,0.016783065132209445,0.0006856310951702282,0.1137667798778132,174038,332,Tangerang,Halo Postpaid,56,4.0
27118,0.2544418519499423,0.13784228902699516,0.5165165165165165,0.0001841807243026922,0.03369717943312047,0.0009712794340409889,0.15880234084786055,135784,516,Bekasi,Halo Postpaid,57,12.0
3934,0.25396045745187174,0.16454001555604775,0.6236236236236237,0.0007814790976782952,0.03257085109455888,0.0011841084083301012,0.13626112807363155,133640,623,Makassar,Halo Postpaid,54,16.0
21022,0.25361020914743687,0.14037937625854233,0.5325325325325325,0.0003745375436123738,0.02758643455094626,0.001024000407078214,0.11737864661004982,150507,532,Surabaya,Halo Postpaid,35,3.0
11376,0.25261419717852984,0.15243299804952293,0.5715715715715716,0.00041977890911577717,0.036667456960809405,0.0010731847565948807,0.1474049948968016,132679,571,Makassar,Halo Postpaid,30,1.0
26256,0.25215345029629105,0.13599905467469153,0.5095095095095095,8.87032286894857e-05,0.03344368412499146,0.0009543218355757604,0.11001957106603599,153746,509,Bekasi,Halo Postpaid,22,49.0
14885,0.25193457713594025,0.15928458598154666,0.6006006006006006,0.0037152525596430576,0.03163404841454179,0.001188442351401147,0.13189185685830396,135464,600,Medan,Halo Postpaid,64,18.0
29726,0.25186725546187355,0.15386276387895617,0.5815815815815816,0.001638954925279338,0.031098521860926022,0.0011319971480378218,0.14095537477572773,133940,581,Tangerang,Halo Postpaid,60,41.0
28801,0.25173241433856586,0.16672301261067995,0.6256256256256256,0.0005878023915380326,0.03952445392964271,0.0011541684959134946,0.08825052323573462,149743,625,Makassar,Halo Postpaid,59,2.0
12945,0.2510375321148758,0.1218818779641475,0.46346346346346345,0.0002825512063310674,0.022862454774792217,0.0009190424120032418,0.12283445232304191,153151,463,Depok,Halo Postpaid,58,5.0
11446,0.2508169710738282,0.12072606364116567,0.45245245245245247,0.0003111846765400785,0.02929739639215893,0.0008432210435111768,0.14931636404340487,142800,452,Medan,Halo Postpaid,23,97.02562923999429
27702,0.250252093971074,0.175736741516816,0.6596596596596597,0.0007890135600703265,0.04129367988915899,0.0012046129583750786,0.10868599341086904,136483,659,Tangerang,Halo Postpaid,65,39.0
1119,0.25015430050788323,0.14316857479196668,0.5365365365365365,0.0004248508193439411,0.03471031573751631,0.0010025960744699865,0.15219967647774135,132007,536,Bekasi,Halo Postpaid,30,15.0
26918,0.24995281786251683,0.16332840988268646,0.6156156156156156,0.003678861436361242,0.032798031880053834,0.0012211305987151597,0.10487613477360563,142671,615,Surabaya,Halo Postpaid,69,30.0
