customer_id,campaign_id,offer_date,treatment_group,conversion,uplift_revenue_rupiah
22098,TopupCashback,2025-08-06,1,0,0
13733,ComboBoost,2025-09-23,0,0,0
8165,TopupCashback,2025-07-16,1,0,0
14801,GamePack,2025-07-06,1,1,43117
6295,WA_Promo,2025-07-04,1,0,0
12568,WeekendBonus,2025-07-30,1,0,0
14889,TopupCashback,2025-07-01,1,0,0
18146,WA_Promo,2025-09-29,1,0,0
13627,WA_Promo,2025-07-12,0,1,8631
13069,ComboBoost,2025-09-02,1,0,0
18437,ComboBoost,2025-07-26,1,0,0
4085,HolidayOffer,2025-07-06,1,0,0
8747,WA_Promo,2025-07-01,0,0,0
29295,WeekendBonus,2025-09-16,1,0,0
28669,SocialPack,2025-07-27,0,0,0
14959,WeekendBonus,2025-08-29,1,0,0
7970,WeekendBonus,2025-09-16,1,1,13683
7659,WeekendBonus,2025-08-11,1,0,0
17938,WeekendBonus,2025-07-15,0,0,0
26663,SocialPack,2025-08-21,1,0,0
556,GamePack,2025-09-19,1,1,23665
24335,TopupCashback,2025-07-20,0,0,0
6583,TopupCashback,2025-07-06,1,0,0
5029,WeekendBonus,2025-09-26,0,0,0
24138,GamePack,2025-07-04,1,0,0
23408,TopupCashback,2025-08-12,1,0,0
29542,SocialPack,2025-08-25,1,0,0
1454,TopupCashback,2025-07-27,1,0,0
5792,SocialPack,2025-09-18,1,0,0
12914,GamePack,2025-09-10,1,0,0
16807,TopupCashback,2025-08-22,1,0,0
23968,TopupCashback,2025-08-09,0,0,0
11637,TopupCashback,2025-07-04,1,0,0
24361,WeekendBonus,2025-09-12,1,1,29373
13807,ComboBoost,2025-09-08,1,0,0
13118,WeekendBonus,2025-09-25,1,0,0
254,TopupCashback,2025-09-18,1,0,0
26022,TopupCashback,2025-09-27,1,0,0
26830,TopupCashback,2025-09-28,1,0,0
26060,ComboBoost,2025-09-16,1,0,0
25061,GamePack,2025-08-15,0,0,0
20406,WeekendBonus,2025-07-16,1,0,0
27327,WeekendBonus,2025-07-27,1,0,0
25129,ComboBoost,2025-08-21,0,1,27130
16717,TopupCashback,2025-07-18,1,0,0
17970,ComboBoost,2025-07-18,0,0,0
792,TopupCashback,2025-08-05,0,1,24621
16103,ComboBoost,2025-07-18,1,1,20588
21425,ComboBoost,2025-07-08,1,1,46191
20241,ComboBoost,2025-08-28,1,0,0
909,WA_Promo,2025-07-10,0,0,0
14230,WeekendBonus,2025-08-06,1,0,0
27149,TopupCashback,2025-09-18,0,0,0
25015,TopupCashback,2025-09-11,1,0,0
8469,TopupCashback,2025-08-14,1,0,0
27079,HolidayOffer,2025-08-08,1,0,0
774,HolidayOffer,2025-09-24,0,0,0
14765,SocialPack,2025-08-14,1,0,0
26763,ComboBoost,2025-09-01,0,0,0
3352,GamePack,2025-07-15,1,1,7322
1065,WeekendBonus,2025-09-28,0,0,0
12364,GamePack,2025-08-14,1,0,0
8090,ComboBoost,2025-09-14,0,0,0
20149,TopupCashback,2025-07-08,1,0,0
8675,TopupCashback,2025-07-04,1,0,0
8374,SocialPack,2025-07-27,1,0,0
18608,GamePack,2025-08-12,1,0,0
5242,HolidayOffer,2025-09-14,1,0,0
16472,WeekendBonus,2025-07-28,1,0,0
17172,WA_Promo,2025-08-14,1,0,0
23581,SocialPack,2025-09-23,1,0,0
6508,WA_Promo,2025-09-28,1,1,1685
3497,TopupCashback,2025-08-13,0,0,0
7450,TopupCashback,2025-09-13,0,0,0
22228,TopupCashback,2025-09-30,0,0,0
5853,WeekendBonus,2025-09-26,0,1,15112
12527,HolidayOffer,2025-09-16,0,0,0
16411,WeekendBonus,2025-09-01,0,0,0
6039,GamePack,2025-08-25,0,0,0
2708,HolidayOffer,2025-07-20,0,0,0
6108,SocialPack,2025-09-09,1,1,33503
19557,TopupCashback,2025-08-21,1,0,0
24406,HolidayOffer,2025-09-19,1,0,0
14404,TopupCashback,2025-09-21,0,1,53187
1436,GamePack,2025-07-11,1,0,0
17380,HolidayOffer,2025-07-19,1,0,0
22952,WeekendBonus,2025-07-14,1,0,0
1728,WeekendBonus,2025-08-06,0,0,0
29064,WeekendBonus,2025-08-14,1,0,0
1819,SocialPack,2025-09-18,0,0,0
29410,WA_Promo,2025-08-22,0,0,0
1731,HolidayOffer,2025-09-24,1,0,0
14885,TopupCashback,2025-09-30,1,1,25190
29430,WeekendBonus,2025-07-07,1,0,0
18835,TopupCashback,2025-08-06,0,0,0
28584,ComboBoost,2025-08-18,0,0,0
4120,WeekendBonus,2025-09-18,1,0,0
7544,ComboBoost,2025-08-19,1,1,66106
10108,TopupCashback,2025-08-11,0,0,0
8096,TopupCashback,2025-09-04,1,0,0
10852,TopupCashback,2025-07-10,1,0,0
19857,WeekendBonus,2025-07-29,1,0,0
8458,WeekendBonus,2025-07-21,1,0,0
12601,ComboBoost,2025-07-16,1,0,0
16298,SocialPack,2025-09-01,1,0,0
14143,TopupCashback,2025-08-23,0,1,27752
6447,HolidayOffer,2025-08-09,1,0,0
11163,WA_Promo,2025-08-06,0,0,0
8972,WeekendBonus,2025-08-18,1,0,0
20444,ComboBoost,2025-09-14,1,0,0
23107,WeekendBonus,2025-09-22,0,1,13673
17833,WeekendBonus,2025-08-15,1,1,4947
27257,SocialPack,2025-08-27,0,0,0
2029,WeekendBonus,2025-09-25,1,0,0
24543,TopupCashback,2025-07-08,1,0,0
5744,TopupCashback,2025-07-16,1,1,17276
29565,TopupCashback,2025-09-13,1,1,498
9568,ComboBoost,2025-07-30,1,0,0
2800,ComboBoost,2025-07-31,1,0,0
10376,HolidayOffer,2025-08-25,1,0,0
4209,SocialPack,2025-08-14,0,0,0
28759,WeekendBonus,2025-07-15,1,0,0
16584,GamePack,2025-08-13,1,0,0
9449,GamePack,2025-07-20,1,0,0
12927,HolidayOffer,2025-07-13,1,0,0
24452,HolidayOffer,2025-09-10,0,0,0
18215,ComboBoost,2025-09-20,1,1,1047
3337,WeekendBonus,2025-08-29,0,0,0
21817,WA_Promo,2025-09-17,0,0,0
22265,ComboBoost,2025-08-04,1,0,0
15214,TopupCashback,2025-07-26,1,0,0
29586,SocialPack,2025-08-25,0,0,0
28724,WeekendBonus,2025-07-08,0,0,0
20268,WeekendBonus,2025-09-16,1,0,0
24447,HolidayOffer,2025-08-31,1,0,0
6711,HolidayOffer,2025-08-24,1,1,29672
20957,WeekendBonus,2025-07-05,1,0,0
3817,WeekendBonus,2025-09-30,0,0,0
27363,ComboBoost,2025-09-27,0,0,0
21389,SocialPack,2025-08-24,1,1,3075
8654,WeekendBonus,2025-08-07,0,0,0
2247,GamePack,2025-09-08,1,1,18814
13665,GamePack,2025-07-22,1,0,0
28956,TopupCashback,2025-09-30,1,1,27592
29919,TopupCashback,2025-08-15,0,1,4453
3588,TopupCashback,2025-08-01,1,0,0
13665,WeekendBonus,2025-08-09,1,0,0
23520,SocialPack,2025-09-18,1,1,4396
6070,WA_Promo,2025-08-20,1,0,0
26266,TopupCashback,2025-09-18,1,0,0
27264,ComboBoost,2025-09-13,1,0,0
579,HolidayOffer,2025-08-06,1,0,0
24482,TopupCashback,2025-07-09,0,0,0
22886,TopupCashback,2025-09-25,0,1,16277
21415,SocialPack,2025-09-09,1,0,0
25109,ComboBoost,2025-08-13,1,0,0
8153,SocialPack,2025-08-15,1,0,0
24731,ComboBoost,2025-07-07,1,0,0
12638,TopupCashback,2025-07-31,1,0,0
22502,HolidayOffer,2025-08-11,1,1,18869
6667,WA_Promo,2025-08-24,0,0,0
15106,WeekendBonus,2025-07-20,1,0,0
15536,SocialPack,2025-08-26,0,0,0
491,TopupCashback,2025-09-05,0,0,0
144,TopupCashback,2025-09-19,1,1,11645
10724,WeekendBonus,2025-09-30,0,0,0
24489,TopupCashback,2025-08-06,0,1,28798
11623,HolidayOffer,2025-07-30,1,0,0
6496,WA_Promo,2025-08-18,0,0,0
1133,SocialPack,2025-08-06,1,0,0
6359,HolidayOffer,2025-07-15,0,0,0
18079,WA_Promo,2025-09-04,1,0,0
27255,TopupCashback,2025-08-02,1,1,46382
18629,SocialPack,2025-07-28,0,1,33151
5756,ComboBoost,2025-07-05,1,0,0
7166,HolidayOffer,2025-07-31,0,1,57927
22271,WeekendBonus,2025-07-29,1,1,1655
11789,TopupCashback,2025-07-02,1,0,0
7183,GamePack,2025-08-06,1,0,0
6633,TopupCashback,2025-08-30,0,0,0
10222,TopupCashback,2025-09-28,1,0,0
15208,GamePack,2025-07-04,1,0,0
11456,TopupCashback,2025-09-05,1,0,0
10722,TopupCashback,2025-07-11,1,0,0
24729,TopupCashback,2025-08-14,1,0,0
9922,HolidayOffer,2025-07-26,0,0,0
24437,HolidayOffer,2025-09-05,0,0,0
10979,TopupCashback,2025-08-04,0,0,0
26479,ComboBoost,2025-08-04,1,1,17900
26735,SocialPack,2025-09-27,1,1,91
15673,ComboBoost,2025-08-10,1,0,0
10846,WA_Promo,2025-09-19,1,1,19292
25029,WA_Promo,2025-09-25,1,0,0
15821,GamePack,2025-09-09,0,0,0
22440,ComboBoost,2025-08-04,1,0,0
7651,TopupCashback,2025-08-30,1,0,0
23146,WeekendBonus,2025-08-08,1,1,7032
8451,HolidayOffer,2025-09-06,1,0,0
15382,GamePack,2025-07-22,1,0,0
24498,SocialPack,2025-08-26,1,0,0
3256,SocialPack,2025-08-08,1,0,0
16940,TopupCashback,2025-07-02,1,0,0
6092,ComboBoost,2025-08-11,1,0,0
6713,GamePack,2025-08-02,0,0,0
23057,HolidayOffer,2025-09-10,0,0,0
22353,WeekendBonus,2025-09-17,0,0,0
3668,SocialPack,2025-07-21,1,0,0
5514,ComboBoost,2025-09-24,1,0,0
18917,ComboBoost,2025-07-01,1,0,0
19244,GamePack,2025-07-04,1,0,0
23166,TopupCashback,2025-08-02,1,0,0
23718,WA_Promo,2025-09-02,1,0,0
13067,ComboBoost,2025-08-05,1,0,0
24759,GamePack,2025-08-08,0,0,0
13342,HolidayOffer,2025-09-28,0,1,3117
25296,SocialPack,2025-08-17,1,0,0
6940,TopupCashback,2025-09-01,1,0,0
18193,ComboBoost,2025-08-14,1,0,0
13377,GamePack,2025-09-21,1,0,0
2169,ComboBoost,2025-07-08,1,1,24759
6156,WeekendBonus,2025-07-22,0,0,0
10969,GamePack,2025-09-23,1,0,0
3629,ComboBoost,2025-09-24,1,0,0
10655,WeekendBonus,2025-08-14,0,0,0
12932,HolidayOffer,2025-08-01,1,0,0
21550,WeekendBonus,2025-07-05,0,0,0
13832,TopupCashback,2025-08-29,1,0,0
7167,WA_Promo,2025-09-17,0,0,0
10010,TopupCashback,2025-09-13,1,0,0
14150,WeekendBonus,2025-08-26,1,0,0
24655,TopupCashback,2025-08-12,1,0,0
9623,WeekendBonus,2025-09-01,1,0,0
25499,WeekendBonus,2025-09-14,0,0,0
6336,GamePack,2025-08-30,1,0,0
21765,WeekendBonus,2025-07-01,1,0,0
16589,ComboBoost,2025-08-16,0,1,16786
14278,ComboBoost,2025-08-27,1,0,0
7910,GamePack,2025-08-21,0,0,0
28912,ComboBoost,2025-08-28,1,0,0
717,HolidayOffer,2025-07-25,1,0,0
332,WA_Promo,2025-09-23,1,0,0
27891,SocialPack,2025-09-03,1,0,0
596,HolidayOffer,2025-09-24,0,0,0
28677,ComboBoost,2025-08-22,1,0,0
21831,ComboBoost,2025-08-29,0,1,29940
12104,HolidayOffer,2025-07-11,1,0,0
11842,WeekendBonus,2025-09-28,0,0,0
12326,TopupCashback,2025-07-29,1,0,0
16643,TopupCashback,2025-08-27,0,0,0
24304,ComboBoost,2025-09-16,0,0,0
23414,HolidayOffer,2025-08-07,1,1,31926
18100,ComboBoost,2025-09-14,1,0,0
21974,HolidayOffer,2025-07-19,1,0,0
19998,TopupCashback,2025-08-31,0,0,0
15822,TopupCashback,2025-08-29,0,0,0
13642,GamePack,2025-07-16,0,0,0
7541,WeekendBonus,2025-09-13,0,0,0
19198,ComboBoost,2025-08-01,1,0,0
2646,HolidayOffer,2025-08-04,1,0,0
25995,ComboBoost,2025-08-08,1,0,0
29504,ComboBoost,2025-09-12,1,0,0
4980,HolidayOffer,2025-08-22,1,0,0
28,WeekendBonus,2025-09-26,1,0,0
2988,WeekendBonus,2025-07-27,0,0,0
25851,WA_Promo,2025-08-03,1,1,25008
20261,ComboBoost,2025-07-19,1,0,0
15195,ComboBoost,2025-08-14,1,0,0
6144,WeekendBonus,2025-08-26,0,0,0
18693,ComboBoost,2025-08-28,1,0,0
26685,ComboBoost,2025-08-14,1,0,0
15955,TopupCashback,2025-07-13,0,0,0
15103,ComboBoost,2025-08-11,0,1,23721
18475,WeekendBonus,2025-08-08,0,0,0
14901,ComboBoost,2025-07-04,1,0,0
2003,WeekendBonus,2025-09-27,1,1,48353
18197,WA_Promo,2025-07-10,0,0,0
28237,TopupCashback,2025-08-29,1,1,37649
23143,TopupCashback,2025-07-26,0,0,0
14960,WA_Promo,2025-07-18,1,1,54787
9890,TopupCashback,2025-07-03,0,0,0
22354,HolidayOffer,2025-07-25,1,0,0
28890,TopupCashback,2025-08-21,1,0,0
24500,GamePack,2025-08-20,1,0,0
19521,WeekendBonus,2025-08-24,1,0,0
15967,SocialPack,2025-07-21,0,0,0
21515,ComboBoost,2025-07-19,1,0,0
29009,ComboBoost,2025-09-28,1,0,0
21533,SocialPack,2025-09-16,0,0,0
16842,HolidayOffer,2025-09-05,1,0,0
10821,ComboBoost,2025-07-26,0,0,0
16825,GamePack,2025-09-01,1,0,0
27007,TopupCashback,2025-09-14,1,1,34315
6138,TopupCashback,2025-07-30,1,0,0
8661,GamePack,2025-09-29,0,0,0
139,TopupCashback,2025-07-13,1,0,0
246,TopupCashback,2025-07-17,0,0,0
8867,ComboBoost,2025-09-08,1,0,0
3818,TopupCashback,2025-09-27,0,0,0
5867,ComboBoost,2025-08-10,0,0,0
14511,SocialPack,2025-07-25,0,0,0
17521,ComboBoost,2025-07-20,1,0,0
20680,GamePack,2025-08-23,0,0,0
1537,TopupCashback,2025-07-19,1,0,0
10665,TopupCashback,2025-09-15,0,0,0
5976,TopupCashback,2025-07-13,0,0,0
21341,GamePack,2025-08-10,1,0,0
7526,ComboBoost,2025-09-15,1,0,0
1230,GamePack,2025-07-18,0,1,33157
26870,WeekendBonus,2025-07-04,1,0,0
640,WA_Promo,2025-09-25,0,1,22272
16555,SocialPack,2025-09-30,0,0,0
25933,TopupCashback,2025-07-04,0,0,0
9918,HolidayOffer,2025-07-13,0,0,0
26492,HolidayOffer,2025-09-14,1,0,0
20241,ComboBoost,2025-07-14,0,0,0
29750,ComboBoost,2025-09-25,0,0,0
29965,TopupCashback,2025-07-12,0,0,0
14794,TopupCashback,2025-09-16,1,0,0
17061,ComboBoost,2025-08-16,1,1,18272
23150,GamePack,2025-08-13,1,1,11945
25288,SocialPack,2025-08-16,1,0,0
20426,HolidayOffer,2025-08-12,0,0,0
9999,HolidayOffer,2025-08-15,0,0,0
17532,ComboBoost,2025-07-23,1,0,0
2968,TopupCashback,2025-07-01,1,0,0
21207,SocialPack,2025-09-15,0,0,0
19285,HolidayOffer,2025-08-29,0,0,0
4755,SocialPack,2025-08-01,1,0,0
12797,GamePack,2025-09-09,0,0,0
22235,WeekendBonus,2025-08-25,1,0,0
23024,SocialPack,2025-09-15,1,0,0
26133,GamePack,2025-08-18,1,0,0
26090,ComboBoost,2025-07-12,1,0,0
17229,TopupCashback,2025-09-15,0,0,0
28997,TopupCashback,2025-08-08,1,0,0
7094,WeekendBonus,2025-09-30,0,0,0
22177,TopupCashback,2025-09-23,1,0,0
12487,ComboBoost,2025-07-12,1,0,0
1803,WeekendBonus,2025-08-31,1,0,0
20588,TopupCashback,2025-08-15,0,0,0
10867,TopupCashback,2025-08-05,0,0,0
10092,ComboBoost,2025-09-19,1,1,3783
14916,HolidayOffer,2025-08-04,0,0,0
29222,TopupCashback,2025-08-13,1,0,0
27264,TopupCashback,2025-07-14,1,0,0
9890,ComboBoost,2025-08-03,1,0,0
26399,ComboBoost,2025-09-30,0,0,0
730,ComboBoost,2025-08-16,1,0,0
15408,ComboBoost,2025-09-28,1,1,56588
11578,WeekendBonus,2025-08-27,1,0,0
6954,TopupCashback,2025-07-05,1,0,0
9281,HolidayOffer,2025-09-16,1,1,8177
29063,GamePack,2025-07-23,1,0,0
27879,TopupCashback,2025-07-15,1,0,0
10575,WA_Promo,2025-07-24,0,0,0
4726,ComboBoost,2025-09-25,1,1,1822
21260,HolidayOffer,2025-07-09,0,0,0
273,SocialPack,2025-09-02,0,0,0
677,HolidayOffer,2025-09-06,1,0,0
13808,ComboBoost,2025-08-18,0,0,0
8375,WeekendBonus,2025-07-08,1,1,5371
8293,HolidayOffer,2025-08-30,1,0,0
12218,ComboBoost,2025-09-19,1,0,0
14060,GamePack,2025-07-28,1,0,0
9573,WA_Promo,2025-08-05,1,1,26556
16175,WA_Promo,2025-07-25,1,0,0
22672,SocialPack,2025-09-15,0,1,20905
18935,ComboBoost,2025-09-14,1,0,0
3712,HolidayOffer,2025-07-08,0,0,0
19784,WeekendBonus,2025-08-11,0,0,0
18192,ComboBoost,2025-08-27,1,0,0
5340,ComboBoost,2025-09-26,1,0,0
21827,GamePack,2025-07-19,1,0,0
26768,ComboBoost,2025-09-10,1,0,0
9520,GamePack,2025-09-30,0,0,0
25281,HolidayOffer,2025-07-12,1,0,0
15272,HolidayOffer,2025-07-16,1,1,27886
14754,TopupCashback,2025-09-28,1,1,2470
17713,WA_Promo,2025-08-17,1,0,0
4912,TopupCashback,2025-07-25,1,1,10541
7779,WA_Promo,2025-08-20,1,0,0
8910,HolidayOffer,2025-09-27,1,0,0
17665,WA_Promo,2025-08-25,1,0,0
17236,ComboBoost,2025-07-11,1,0,0
14417,TopupCashback,2025-09-24,1,0,0
19896,WeekendBonus,2025-07-25,0,0,0
536,HolidayOffer,2025-08-13,1,0,0
21102,TopupCashback,2025-07-14,0,0,0
29140,GamePack,2025-07-31,1,0,0
7865,HolidayOffer,2025-08-12,1,0,0
11679,SocialPack,2025-07-26,1,1,38043
20618,HolidayOffer,2025-07-19,1,0,0
10192,SocialPack,2025-08-15,1,0,0
16772,ComboBoost,2025-08-11,1,1,6107
8537,WA_Promo,2025-09-17,1,0,0
11718,HolidayOffer,2025-09-13,1,0,0
17268,SocialPack,2025-09-18,1,1,44498
28367,WA_Promo,2025-09-01,1,0,0
25703,ComboBoost,2025-07-18,0,0,0
21162,GamePack,2025-07-06,1,0,0
21977,SocialPack,2025-07-14,0,0,0
20180,TopupCashback,2025-08-09,0,0,0
9116,SocialPack,2025-08-19,1,1,12255
22838,ComboBoost,2025-09-26,1,0,0
15589,WA_Promo,2025-08-23,1,1,1853
10354,GamePack,2025-09-29,0,0,0
7068,WA_Promo,2025-07-31,1,0,0
7243,WA_Promo,2025-09-10,1,0,0
16506,TopupCashback,2025-09-29,0,0,0
16795,HolidayOffer,2025-08-15,1,1,1709
11933,GamePack,2025-09-02,1,1,35515
10849,HolidayOffer,2025-07-13,1,1,19826
24558,GamePack,2025-09-08,1,1,32512
24080,ComboBoost,2025-08-23,1,0,0
10873,HolidayOffer,2025-08-01,1,0,0
2239,HolidayOffer,2025-08-20,1,0,0
7330,TopupCashback,2025-07-15,0,0,0
3735,TopupCashback,2025-07-07,1,0,0
12408,ComboBoost,2025-09-28,0,0,0
20507,WeekendBonus,2025-08-25,1,1,8345
24532,HolidayOffer,2025-08-04,1,0,0
12679,HolidayOffer,2025-07-18,0,0,0
5095,ComboBoost,2025-07-24,1,1,13906
12187,ComboBoost,2025-08-19,1,0,0
12768,TopupCashback,2025-08-22,0,0,0
1677,WeekendBonus,2025-07-03,1,0,0
14285,WeekendBonus,2025-08-01,1,0,0
6769,WA_Promo,2025-08-07,1,0,0
24435,WeekendBonus,2025-07-01,1,0,0
9080,WeekendBonus,2025-08-26,1,0,0
14472,ComboBoost,2025-08-06,1,1,3170
11015,WA_Promo,2025-07-24,1,1,1483
23000,WeekendBonus,2025-08-31,1,0,0
21926,GamePack,2025-07-21,0,0,0
19534,GamePack,2025-09-13,0,0,0
6031,TopupCashback,2025-09-08,0,1,4395
9174,TopupCashback,2025-09-06,1,0,0
18064,ComboBoost,2025-08-22,0,0,0
16260,GamePack,2025-08-05,1,0,0
24898,ComboBoost,2025-09-01,0,0,0
14583,TopupCashback,2025-07-14,1,0,0
5242,GamePack,2025-07-22,0,1,47005
2416,HolidayOffer,2025-07-31,1,0,0
9036,TopupCashback,2025-08-07,1,1,12919
14977,GamePack,2025-08-15,1,1,1108
24809,TopupCashback,2025-08-07,1,0,0
7712,ComboBoost,2025-08-14,0,0,0
20680,TopupCashback,2025-09-25,1,0,0
5481,HolidayOffer,2025-07-19,1,0,0
14512,WA_Promo,2025-07-30,1,1,8927
7551,SocialPack,2025-07-26,1,1,30904
22488,WeekendBonus,2025-09-20,1,0,0
27585,TopupCashback,2025-09-12,1,0,0
19657,SocialPack,2025-07-31,1,0,0
7500,TopupCashback,2025-07-07,1,0,0
23042,HolidayOffer,2025-09-23,0,0,0
22871,TopupCashback,2025-08-26,1,1,15024
9934,ComboBoost,2025-07-13,1,0,0
3422,TopupCashback,2025-08-17,1,0,0
24017,TopupCashback,2025-08-04,1,0,0
11163,SocialPack,2025-08-31,0,0,0
12677,TopupCashback,2025-09-21,1,0,0
6196,WeekendBonus,2025-09-29,1,1,45133
6662,WA_Promo,2025-07-09,0,0,0
6779,WeekendBonus,2025-09-29,1,0,0
1736,SocialPack,2025-08-05,1,0,0
20406,ComboBoost,2025-09-17,1,1,25945
24559,TopupCashback,2025-07-26,1,1,16793
27456,GamePack,2025-07-09,1,0,0
4767,WeekendBonus,2025-09-22,0,0,0
23984,ComboBoost,2025-07-16,0,0,0
28418,SocialPack,2025-07-13,1,1,40530
22005,TopupCashback,2025-09-19,1,0,0
14829,GamePack,2025-09-19,0,0,0
3216,TopupCashback,2025-08-24,1,1,600
26177,WeekendBonus,2025-07-12,1,1,38706
25441,HolidayOffer,2025-09-21,1,0,0
12429,TopupCashback,2025-09-28,1,1,41494
21561,ComboBoost,2025-09-15,1,0,0
23090,ComboBoost,2025-07-10,1,0,0
29994,TopupCashback,2025-09-12,1,0,0
7395,TopupCashback,2025-09-07,1,0,0
16189,SocialPack,2025-08-11,1,1,40113
19490,ComboBoost,2025-07-14,1,0,0
26201,ComboBoost,2025-07-09,1,0,0
12800,HolidayOffer,2025-09-17,1,0,0
15154,ComboBoost,2025-09-13,1,0,0
19002,WA_Promo,2025-08-29,1,0,0
26189,ComboBoost,2025-09-11,1,0,0
6578,TopupCashback,2025-07-27,0,0,0
15784,GamePack,2025-09-11,1,0,0
2117,WeekendBonus,2025-07-06,0,1,10406
8726,SocialPack,2025-08-19,1,0,0
4879,SocialPack,2025-07-06,1,0,0
2020,GamePack,2025-09-01,1,0,0
11851,TopupCashback,2025-09-25,1,0,0
20822,TopupCashback,2025-09-04,1,1,8941
15114,WeekendBonus,2025-07-11,1,1,56521
16528,TopupCashback,2025-07-30,1,1,1766
6868,SocialPack,2025-07-20,1,0,0
